1,1,1,1
2,3,0,17
3,2,0,18
4,2,0,19
5,2,0,20
6,2,0,21
7,2,0,22
8,2,0,23
9,2,0,24
10,2,0,25
11,2,0,26
12,2,0,27
13,2,0,28
14,2,0,29
15,3,0,30
16,1,6,13
17,1,5,9
18,3,0,31
19,2,0,32
20,2,0,33
21,2,0,34
22,2,0,35
23,2,0,36
24,2,0,37
25,2,0,38
26,2,0,39
27,2,0,40
28,2,0,41
29,2,0,42
30,2,0,43
31,3,0,44
32,1,4,5
33,1,3,3
34,3,0,45
35,2,0,46
36,2,0,47
37,2,0,48
38,2,0,49
39,2,0,50
40,2,0,51
41,2,0,52
42,2,0,53
43,2,0,54
44,2,0,55
45,2,0,56
46,2,0,57
47,3,0,58
48,1,6,14
49,1,5,10
50,3,0,59
51,2,0,60
52,2,0,61
53,2,0,62
54,2,0,63
55,2,0,64
56,2,0,65
57,2,0,66
58,2,0,67
59,2,0,68
60,2,0,69
61,2,0,70
62,2,0,71
63,3,0,72
64,1,4,6
65,1,4,7
66,3,0,73
67,2,0,74
68,2,0,75
69,2,0,76
70,2,0,77
71,2,0,78
72,2,0,79
73,2,0,80
74,2,0,81
75,2,0,82
76,2,0,83
77,2,0,84
78,2,0,85
79,3,0,86
80,1,5,11
81,1,6,15
82,3,0,87
83,2,0,88
84,2,0,89
85,2,0,90
86,2,0,91
87,2,0,92
88,2,0,93
89,2,0,94
90,2,0,95
91,2,0,96
92,2,0,97
93,2,0,98
94,2,0,99
95,3,0,100
96,1,3,4
97,1,4,8
98,3,0,101
99,2,0,102
100,2,0,103
101,2,0,104
102,2,0,105
103,2,0,106
104,2,0,107
105,2,0,108
106,2,0,109
107,2,0,110
108,2,0,111
109,2,0,112
110,2,0,113
111,3,0,114
112,1,5,12
113,1,6,16
114,3,0,115
115,2,0,116
116,2,0,117
117,2,0,118
118,2,0,119
119,2,0,120
120,2,0,121
121,2,0,122
122,2,0,123
123,2,0,124
124,2,0,125
125,2,0,126
126,2,0,127
127,3,0,128
128,1,2,2
